ID,Target
653,Radio-Listen
654,Audio-Play
655,FilmTele-Play
656,HomeAppliance-Control
657,Music-Play
658,HomeAppliance-Control
659,Travel-Query
660,HomeAppliance-Control
661,TVProgram-Play
662,Radio-Listen
663,Calendar-Query
664,FilmTele-Play
665,HomeAppliance-Control
666,Weather-Query
667,FilmTele-Play
668,Radio-Listen
669,Music-Play
670,HomeAppliance-Control
671,Weather-Query
672,TVProgram-Play
673,FilmTele-Play
674,Radio-Listen
675,Video-Play
676,Alarm-Update
677,FilmTele-Play
678,FilmTele-Play
679,Other
680,Alarm-Update
681,Alarm-Update
682,Music-Play
683,Weather-Query
684,Weather-Query
685,FilmTele-Play
686,Radio-Listen
687,HomeAppliance-Control
688,HomeAppliance-Control
689,Radio-Listen
690,FilmTele-Play
691,Calendar-Query
692,Video-Play
693,Travel-Query
694,Calendar-Query
695,TVProgram-Play
696,TVProgram-Play
697,TVProgram-Play
698,Radio-Listen
699,Travel-Query
700,FilmTele-Play
701,HomeAppliance-Control
702,Radio-Listen
703,Audio-Play
704,Travel-Query
705,Radio-Listen
706,Travel-Query
707,Music-Play
708,Radio-Listen
709,HomeAppliance-Control
710,Weather-Query
711,Audio-Play
712,TVProgram-Play
713,Video-Play
714,Calendar-Query
715,Weather-Query
716,TVProgram-Play
717,Alarm-Update
718,Other
719,Travel-Query
720,Video-Play
721,TVProgram-Play
722,HomeAppliance-Control
723,TVProgram-Play
724,Other
725,Alarm-Update
726,HomeAppliance-Control
727,Radio-Listen
728,Weather-Query
729,Travel-Query
730,Radio-Listen
731,Radio-Listen
732,Other
733,HomeAppliance-Control
734,HomeAppliance-Control
735,Audio-Play
736,TVProgram-Play
737,TVProgram-Play
738,TVProgram-Play
739,Radio-Listen
740,Calendar-Query
741,Radio-Listen
742,Video-Play
743,Radio-Listen
744,Alarm-Update
745,Music-Play
746,FilmTele-Play
747,Weather-Query
748,FilmTele-Play
749,Travel-Query
750,Weather-Query
751,HomeAppliance-Control
752,Weather-Query
753,TVProgram-Play
754,Calendar-Query
755,Alarm-Update
756,Music-Play
757,Weather-Query
758,Travel-Query
759,Travel-Query
760,FilmTele-Play
761,Weather-Query
762,Travel-Query
763,Audio-Play
764,FilmTele-Play
765,Travel-Query
766,Video-Play
767,Music-Play
768,Weather-Query
769,Audio-Play
770,TVProgram-Play
771,Radio-Listen
772,Alarm-Update
773,Video-Play
774,TVProgram-Play
775,Calendar-Query
776,Other
777,Video-Play
778,Other
779,Weather-Query
780,Travel-Query
781,Weather-Query
782,TVProgram-Play
783,Audio-Play
784,Travel-Query
785,Video-Play
786,Weather-Query
787,Radio-Listen
788,Music-Play
789,Audio-Play
790,Travel-Query
791,TVProgram-Play
792,Radio-Listen
793,FilmTele-Play
794,Calendar-Query
795,Calendar-Query
796,Travel-Query
797,Calendar-Query
798,Calendar-Query
799,HomeAppliance-Control
800,TVProgram-Play
801,Audio-Play
802,FilmTele-Play
803,FilmTele-Play
804,Audio-Play
805,Radio-Listen
806,FilmTele-Play
807,TVProgram-Play
808,Music-Play
809,Alarm-Update
810,HomeAppliance-Control
811,TVProgram-Play
812,Music-Play
813,Radio-Listen
814,FilmTele-Play
815,Music-Play
816,Video-Play
817,Calendar-Query
818,Other
819,Video-Play
820,FilmTele-Play
821,FilmTele-Play
822,Weather-Query
823,Radio-Listen
824,Weather-Query
825,Alarm-Update
826,FilmTele-Play
827,Weather-Query
828,Weather-Query
829,Alarm-Update
830,Music-Play
831,Video-Play
832,Weather-Query
833,Weather-Query
834,Weather-Query
835,Weather-Query
836,Music-Play
837,Radio-Listen
838,Travel-Query
839,FilmTele-Play
840,Radio-Listen
841,Alarm-Update
842,FilmTele-Play
843,HomeAppliance-Control
844,Music-Play
845,Calendar-Query
846,Audio-Play
847,HomeAppliance-Control
848,FilmTele-Play
849,Travel-Query
850,Weather-Query
851,Video-Play
852,Travel-Query
853,Weather-Query
854,Travel-Query
855,Weather-Query
856,FilmTele-Play
857,TVProgram-Play
858,TVProgram-Play
859,Music-Play
860,Radio-Listen
861,FilmTele-Play
862,Video-Play
863,Alarm-Update
864,TVProgram-Play
865,Alarm-Update
866,Video-Play
867,Music-Play
868,Travel-Query
869,Radio-Listen
870,TVProgram-Play
871,TVProgram-Play
872,Other
873,Travel-Query
874,Radio-Listen
875,Calendar-Query
876,Alarm-Update
877,Radio-Listen
878,Calendar-Query
879,Music-Play
880,Video-Play
881,Other
882,Video-Play
883,Weather-Query
884,FilmTele-Play
885,TVProgram-Play
886,TVProgram-Play
887,Weather-Query
888,Radio-Listen
889,FilmTele-Play
890,Travel-Query
891,Audio-Play
892,Music-Play
893,Weather-Query
894,Music-Play
895,HomeAppliance-Control
896,Radio-Listen
897,Music-Play
898,Weather-Query
899,Alarm-Update
900,FilmTele-Play
901,Music-Play
902,Alarm-Update
903,HomeAppliance-Control
904,Music-Play
905,TVProgram-Play
906,Audio-Play
907,Music-Play
908,Radio-Listen
909,Other
910,Audio-Play
911,Weather-Query
912,Weather-Query
913,Weather-Query
914,Calendar-Query
915,Calendar-Query
916,Other
917,HomeAppliance-Control
918,HomeAppliance-Control
919,Calendar-Query
920,Travel-Query
921,Calendar-Query
922,Calendar-Query
923,Weather-Query
924,Calendar-Query
925,Other
926,Calendar-Query
927,Music-Play
928,Travel-Query
929,Travel-Query
930,Calendar-Query
931,Other
932,Travel-Query
933,Other
934,Travel-Query
935,Calendar-Query
936,Audio-Play
937,Music-Play
938,FilmTele-Play
939,FilmTele-Play
940,Travel-Query
941,Calendar-Query
942,Travel-Query
943,HomeAppliance-Control
944,Video-Play
945,Weather-Query
946,Weather-Query
947,HomeAppliance-Control
948,Alarm-Update
949,FilmTele-Play
950,Weather-Query
951,Audio-Play
952,Music-Play
953,Radio-Listen
954,FilmTele-Play
955,Alarm-Update
956,Weather-Query
957,HomeAppliance-Control
958,Music-Play
959,Weather-Query
960,FilmTele-Play
961,Radio-Listen
962,Alarm-Update
963,Travel-Query
964,Weather-Query
965,Audio-Play
966,Music-Play
967,FilmTele-Play
968,Alarm-Update
969,TVProgram-Play
970,HomeAppliance-Control
971,Video-Play
972,Radio-Listen
973,Audio-Play
974,Weather-Query
975,HomeAppliance-Control
976,Radio-Listen
977,Audio-Play
978,Weather-Query
979,FilmTele-Play
980,FilmTele-Play
981,Weather-Query
982,Audio-Play
983,Other
984,Audio-Play
985,Calendar-Query
986,Weather-Query
987,Alarm-Update
988,Travel-Query
989,Weather-Query
990,Weather-Query
991,TVProgram-Play
992,Other
993,Calendar-Query
994,HomeAppliance-Control
995,Music-Play
996,Travel-Query
997,Other
998,Travel-Query
999,Video-Play
1000,Weather-Query
1001,Calendar-Query
1002,TVProgram-Play
1003,Travel-Query
1004,Alarm-Update
1005,Travel-Query
1006,Radio-Listen
1007,TVProgram-Play
1008,Video-Play
1009,Alarm-Update
1010,Music-Play
1011,Calendar-Query
1012,Other
1013,Music-Play
1014,Calendar-Query
1015,TVProgram-Play
1016,Alarm-Update
1017,Music-Play
1018,Radio-Listen
1019,Video-Play
1020,Music-Play
1021,FilmTele-Play
1022,Other
1023,Radio-Listen
1024,HomeAppliance-Control
1025,Video-Play
1026,Travel-Query
1027,FilmTele-Play
1028,Alarm-Update
1029,Radio-Listen
1030,Music-Play
1031,Alarm-Update
1032,Audio-Play
1033,Alarm-Update
1034,Weather-Query
1035,Radio-Listen
1036,Travel-Query
1037,Audio-Play
1038,Music-Play
1039,Calendar-Query
1040,Music-Play
1041,Weather-Query
1042,FilmTele-Play
1043,Weather-Query
1044,Audio-Play
1045,Video-Play
1046,Radio-Listen
1047,Radio-Listen
1048,Weather-Query
1049,FilmTele-Play
1050,Radio-Listen
1051,Audio-Play
1052,Radio-Listen
1053,Other
1054,FilmTele-Play
1055,Other
1056,FilmTele-Play
1057,Calendar-Query
1058,Radio-Listen
1059,FilmTele-Play
1060,HomeAppliance-Control
1061,Calendar-Query
1062,Other
1063,Alarm-Update
1064,Alarm-Update
1065,FilmTele-Play
1066,TVProgram-Play
1067,Weather-Query
1068,Video-Play
1069,Video-Play
1070,Radio-Listen
1071,Travel-Query
1072,Radio-Listen
1073,Other
1074,FilmTele-Play
1075,FilmTele-Play
1076,HomeAppliance-Control
1077,Calendar-Query
1078,Alarm-Update
1079,Weather-Query
1080,FilmTele-Play
1081,Travel-Query
1082,Alarm-Update
1083,Music-Play
1084,Alarm-Update
1085,Weather-Query
1086,Audio-Play
1087,Weather-Query
1088,Travel-Query
1089,HomeAppliance-Control
1090,Video-Play
1091,Calendar-Query
1092,Alarm-Update
1093,FilmTele-Play
1094,Music-Play
1095,Alarm-Update
1096,HomeAppliance-Control
1097,Music-Play
1098,Travel-Query
1099,Calendar-Query
1100,HomeAppliance-Control
1101,Other
1102,HomeAppliance-Control
1103,Other
1104,Calendar-Query
1105,HomeAppliance-Control
1106,Audio-Play
1107,Alarm-Update
1108,HomeAppliance-Control
1109,Video-Play
1110,TVProgram-Play
1111,Video-Play
1112,Travel-Query
1113,Alarm-Update
1114,Alarm-Update
1115,Calendar-Query
1116,Calendar-Query
1117,Alarm-Update
1118,FilmTele-Play
1119,Radio-Listen
1120,HomeAppliance-Control
1121,Weather-Query
1122,HomeAppliance-Control
1123,Video-Play
1124,Alarm-Update
1125,Music-Play
1126,Other
1127,HomeAppliance-Control
1128,Travel-Query
1129,Alarm-Update
1130,Travel-Query
1131,TVProgram-Play
1132,Weather-Query
1133,Radio-Listen
1134,Radio-Listen
1135,Weather-Query
1136,Alarm-Update
1137,Music-Play
1138,Other
1139,Calendar-Query
1140,Travel-Query
1141,Radio-Listen
1142,Alarm-Update
1143,Calendar-Query
1144,HomeAppliance-Control
1145,Music-Play
1146,Weather-Query
1147,FilmTele-Play
1148,Other
1149,FilmTele-Play
1150,Music-Play
1151,Radio-Listen
1152,Music-Play
1153,HomeAppliance-Control
1154,Radio-Listen
1155,Audio-Play
1156,HomeAppliance-Control
1157,Weather-Query
1158,Radio-Listen
1159,Video-Play
1160,FilmTele-Play
1161,Other
1162,Radio-Listen
1163,Radio-Listen
1164,Weather-Query
1165,HomeAppliance-Control
1166,Audio-Play
1167,FilmTele-Play
1168,Travel-Query
1169,Music-Play
1170,Audio-Play
1171,Alarm-Update
1172,FilmTele-Play
1173,Travel-Query
1174,Radio-Listen
1175,Travel-Query
1176,Music-Play
1177,Music-Play
1178,Travel-Query
1179,Music-Play
1180,Music-Play
1181,Weather-Query
1182,Video-Play
1183,Audio-Play
1184,Radio-Listen
1185,Music-Play
1186,HomeAppliance-Control
1187,HomeAppliance-Control
1188,Travel-Query
1189,FilmTele-Play
1190,Travel-Query
1191,Video-Play
1192,Music-Play
1193,Radio-Listen
1194,Travel-Query
1195,HomeAppliance-Control
1196,HomeAppliance-Control
1197,Radio-Listen
1198,TVProgram-Play
1199,Alarm-Update
1200,Travel-Query
1201,TVProgram-Play
1202,Radio-Listen
1203,Travel-Query
1204,Radio-Listen
1205,Travel-Query
1206,Alarm-Update
1207,Other
1208,Weather-Query
1209,TVProgram-Play
1210,HomeAppliance-Control
1211,Travel-Query
1212,TVProgram-Play
1213,Radio-Listen
1214,Travel-Query
1215,Video-Play
1216,Radio-Listen
1217,Calendar-Query
1218,Music-Play
1219,Other
1220,Calendar-Query
1221,Calendar-Query
1222,Music-Play
1223,TVProgram-Play
1224,TVProgram-Play
1225,Audio-Play
1226,Other
1227,Radio-Listen
1228,Travel-Query
1229,Weather-Query
1230,Travel-Query
1231,Travel-Query
1232,HomeAppliance-Control
1233,Other
1234,Travel-Query
1235,Alarm-Update
1236,FilmTele-Play
1237,FilmTele-Play
1238,HomeAppliance-Control
1239,Other
1240,HomeAppliance-Control
1241,Other
1242,Weather-Query
1243,Weather-Query
1244,Calendar-Query
1245,Weather-Query
1246,Weather-Query
1247,Music-Play
1248,Music-Play
1249,Weather-Query
1250,Radio-Listen
1251,Calendar-Query
1252,Video-Play
1253,HomeAppliance-Control
1254,Radio-Listen
1255,Radio-Listen
1256,Travel-Query
1257,Weather-Query
1258,Weather-Query
1259,HomeAppliance-Control
1260,Video-Play
1261,Video-Play
1262,Weather-Query
1263,FilmTele-Play
1264,Other
1265,Alarm-Update
1266,FilmTele-Play
1267,FilmTele-Play
1268,HomeAppliance-Control
1269,Audio-Play
1270,Other
1271,Video-Play
1272,Audio-Play
1273,Calendar-Query
1274,Travel-Query
1275,Calendar-Query
1276,Music-Play
1277,Other
1278,Music-Play
1279,HomeAppliance-Control
1280,Radio-Listen
1281,Calendar-Query
1282,Audio-Play
1283,Weather-Query
1284,Other
1285,HomeAppliance-Control
1286,FilmTele-Play
1287,Video-Play
1288,Other
1289,Calendar-Query
1290,HomeAppliance-Control
1291,HomeAppliance-Control
1292,Travel-Query
1293,Travel-Query
1294,Alarm-Update
1295,Audio-Play
1296,Video-Play
1297,Music-Play
1298,Travel-Query
1299,HomeAppliance-Control
1300,FilmTele-Play
1301,FilmTele-Play
1302,Weather-Query
1303,Video-Play
1304,Weather-Query
1305,Calendar-Query
1306,TVProgram-Play
1307,Weather-Query
1308,Other
1309,Radio-Listen
1310,Weather-Query
1311,HomeAppliance-Control
1312,TVProgram-Play
1313,HomeAppliance-Control
1314,Video-Play
1315,Music-Play
1316,FilmTele-Play
1317,Alarm-Update
1318,Alarm-Update
1319,Travel-Query
1320,Travel-Query
1321,Alarm-Update
1322,Travel-Query
1323,HomeAppliance-Control
1324,Travel-Query
1325,TVProgram-Play
1326,Audio-Play
1327,Radio-Listen
1328,FilmTele-Play
1329,HomeAppliance-Control
1330,Music-Play
1331,Other
1332,Travel-Query
1333,Weather-Query
1334,Weather-Query
1335,Other
1336,FilmTele-Play
1337,Alarm-Update
1338,Travel-Query
1339,Alarm-Update
1340,Calendar-Query
1341,Calendar-Query
1342,Travel-Query
1343,FilmTele-Play
1344,TVProgram-Play
1345,TVProgram-Play
1346,HomeAppliance-Control
1347,Other
1348,TVProgram-Play
1349,Video-Play
1350,Other
1351,TVProgram-Play
1352,FilmTele-Play
1353,Video-Play
1354,Radio-Listen
1355,Calendar-Query
1356,TVProgram-Play
1357,Radio-Listen
1358,Calendar-Query
1359,FilmTele-Play
1360,Radio-Listen
1361,FilmTele-Play
1362,Alarm-Update
1363,Music-Play
1364,Other
1365,HomeAppliance-Control
1366,TVProgram-Play
1367,FilmTele-Play
1368,Alarm-Update
1369,Music-Play
1370,Travel-Query
1371,Weather-Query
1372,Travel-Query
1373,Weather-Query
1374,Radio-Listen
1375,Calendar-Query
1376,Radio-Listen
1377,TVProgram-Play
1378,Travel-Query
1379,FilmTele-Play
1380,Music-Play
1381,Calendar-Query
1382,TVProgram-Play
1383,TVProgram-Play
1384,Calendar-Query
1385,Radio-Listen
1386,Music-Play
1387,Calendar-Query
1388,Music-Play
1389,HomeAppliance-Control
1390,Radio-Listen
1391,Weather-Query
1392,TVProgram-Play
1393,Alarm-Update
1394,Music-Play
1395,Travel-Query
1396,Weather-Query
1397,Video-Play
1398,FilmTele-Play
1399,Music-Play
1400,Calendar-Query
1401,TVProgram-Play
1402,TVProgram-Play
1403,Video-Play
1404,TVProgram-Play
1405,Video-Play
1406,FilmTele-Play
1407,Radio-Listen
1408,Travel-Query
1409,HomeAppliance-Control
1410,HomeAppliance-Control
1411,Weather-Query
1412,Alarm-Update
1413,Calendar-Query
1414,FilmTele-Play
1415,Calendar-Query
1416,HomeAppliance-Control
1417,Alarm-Update
1418,Audio-Play
1419,Calendar-Query
1420,Alarm-Update
